breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273.jpg,Givenchy,Monumental Mallow printed shoes,€ 505,€ 353,30% off,P00687273,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Sole: leather insole, rubber sole Lining: rubber Toe shape: square toe Upper: rubber Comes with dust bags Designer color name: Multicolored Comes with a box Made in Italy P00687273 Fits small to size - we recommend trying one size larger European sizes 5cm-2"" heel (size EU 42)   Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00687273_d4.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617.jpg,Balenciaga,Mold Closed rubber sandals,€ 395,€ 237,40% off,P00689617,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']",Made in China Toe shape: round toe Lining: rubber Upper: rubber Comes with a box Designer color name: Balenciaga Grey Sole: rubber insole and sole Comes with dust bag P00689617 Fits large to size - we recommend trying one size smaller European sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00689617_d4.jpg']"
"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268.jpg,Givenchy,4G leather sneakers,€ 465,€ 325,30% off,P00687268,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Sole: leather insole, rubber sole Lining: cow leather Upper: cow leather Toe shape: round toe Made in Portugal Comes with dust bags Closure: lace-up Comes with a box P00687268 True to size Half sizes please take the next size down European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/0a/P00687268_d4.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620.jpg,Balenciaga,Mold Closed rubber sandals,€ 395,€ 237,40% off,P00689620,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']",Made in China Toe shape: round toe Lining: rubber Upper: rubber Comes with a box Designer color name: Eggshell Sole: rubber insole and sole Comes with dust bag P00689620 Fits large to size - we recommend trying one size smaller European sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/58/P00689620_d4.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939.jpg,Balenciaga,Runner sneakers,€ 925,€ 647,30% off,P00700939,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Toe shape: round toe Sole: fabric insole, rubber sole Upper: rubber, fabric Closure: lace-up Comes with a box Designer color name: Kaki Lining: fabric Made in Italy Comes with dust bag P00700939 True to size Half sizes please take the next size up European sizes 4,5cm-2"" heel (size EU 42)   Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/df/P00700939_d4.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'High-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764.jpg,Balenciaga,Paris distressed canvas sneakers,€ 625,€ 375,40% off,P00700764,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: fabric Made in China Toe shape: round toe Sole: fabric insole, rubber sole Closure: lace-up Designer color name: White/White Lining: fabric Comes with a box Comes with dust bag P00700764 True to size Half sizes please take the next size down European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/10/P00700764_d4.jpg']"
"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269.jpg,Givenchy,G4 leather sneakers,€ 465,€ 325,30% off,P00687269,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Upper: calf leather Made in Portugal Comes with dust bags Closure: lace-up Comes with a box P00687269 True to size Half sizes please take the next size down European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/54/P00687269_d4.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934.jpg,Balenciaga,Bouncer mesh sneakers,€ 995,€ 597,40% off,P00700934,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Upper: fabric Sole: leather insole, rubber sole Made in China Toe shape: round toe Comes with extra laces Designer color name: Balenciaga Grey Lining: fabric Comes with a box Comes with dust bag P00700934 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00700934_d4.jpg']"
"['Men', 'Designers', 'Givenchy', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363.jpg,Givenchy,Leather ankle boots,€ 839,€ 587,30% off,P00687363,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Lining: leather Closure: zipped fastening Sole: leather insole, rubber sole Toe shape: square toe Upper: leather Comes with dust bags Comes with a box Made in Italy P00687363 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f5/P00687363_d4.jpg']"
"['Men', 'Designers', 'Givenchy', 'Shoes', 'Sneakers', 'High-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262.jpg,Givenchy,4G jacquard sneakers,€ 549,€ 384,30% off,P00687262,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Lining: leather Upper: fabric Sole: leather insole, rubber sole Toe shape: round toe Comes with dust bags Designer color name: Denim Blue Closure: lace-up Comes with a box Made in Italy P00687262 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/53/P00687262_d4.jpg']"
"['Men', 'Designers', 'Balenciaga', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955.jpg,Balenciaga,Pool rubber slippers,€ 450,€ 270,40% off,P00700955,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']",Lining: rubber Toe shape: round toe Upper: rubber Comes with dust bags Comes with a box Designer color name: Black/White Made in Italy Sole: rubber insole and sole P00700955 Fits large to size - we recommend trying one size smaller European sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/22/P00700955_d4.jpg']"
